date,month,n,n_tradable,ic_GBM_EVENT,gross_GBM_EVENT,pred_GBM_EVENT,ic_StockMixer_T1_EVENT,gross_StockMixer_T1_EVENT,pred_StockMixer_T1_EVENT,ic_GBM_SCALAR,gross_GBM_SCALAR,pred_GBM_SCALAR,ic_StockMixer_T1_SCALAR,gross_StockMixer_T1_SCALAR,pred_StockMixer_T1_SCALAR,ic_GBM_TFIDF,gross_GBM_TFIDF,pred_GBM_TFIDF,ic_StockMixer_T1_TFIDF,gross_StockMixer_T1_TFIDF,pred_StockMixer_T1_TFIDF,ic_GBM_SHUFFLE,gross_GBM_SHUFFLE,pred_GBM_SHUFFLE,ic_StockMixer_T1_SHUFFLE,gross_StockMixer_T1_SHUFFLE,pred_StockMixer_T1_SHUFFLE,ic_GBM_SCALAR_SHUFFLE,gross_GBM_SCALAR_SHUFFLE,pred_GBM_SCALAR_SHUFFLE,ic_StockMixer_T1_SCALAR_SHUFFLE,gross_StockMixer_T1_SCALAR_SHUFFLE,pred_StockMixer_T1_SCALAR_SHUFFLE,ic_GBM_NOTEXT,gross_GBM_NOTEXT,pred_GBM_NOTEXT,ic_StockMixer_T1_NOTEXT,gross_StockMixer_T1_NOTEXT,pred_StockMixer_T1_NOTEXT,turnover_GBM_EVENT,net_GBM_EVENT,turnover_GBM_SCALAR,net_GBM_SCALAR,turnover_GBM_TFIDF,net_GBM_TFIDF,turnover_GBM_SHUFFLE,net_GBM_SHUFFLE,turnover_GBM_SCALAR_SHUFFLE,net_GBM_SCALAR_SHUFFLE,turnover_GBM_NOTEXT,net_GBM_NOTEXT,turnover_StockMixer_T1_EVENT,net_StockMixer_T1_EVENT,turnover_StockMixer_T1_SCALAR,net_StockMixer_T1_SCALAR,turnover_StockMixer_T1_TFIDF,net_StockMixer_T1_TFIDF,turnover_StockMixer_T1_SHUFFLE,net_StockMixer_T1_SHUFFLE,turnover_StockMixer_T1_SCALAR_SHUFFLE,net_StockMixer_T1_SCALAR_SHUFFLE,turnover_StockMixer_T1_NOTEXT,net_StockMixer_T1_NOTEXT
2026-06-24,2026-06,286,282,-0.09180678115209566,0.003706083621422473,0.016062586435482445,-0.03324711232285045,0.00023050854474017564,0.16896706726402044,-0.0802671013197329,-0.0027329168936540017,0.01169129157446738,-0.19223113215411033,-0.02694284514669541,0.1034411902406386,0.0391068746080397,0.0027309085961968634,0.01827494508902583,-0.09759354348140546,-0.05131869788175773,0.9907906140599931,-0.04232353555604066,-0.015085439407823352,0.012734280251987246,0.034092993014687496,-0.001938053661383039,0.17782935766237123,-0.048515027975875216,0.009776684570815583,0.011553395589529846,-0.1365774148829348,-0.014298760788881535,0.10092159613434758,-0.06325356286845375,-0.009523676154320669,0.013262978566791558,-0.18760777091970932,-0.011424736582304211,0.08189069892146758,1.2142857142857142,0.0006703693357081879,1.607142857142857,-0.006750774036511144,1.8214285714285714,-0.0018226628323745652,1.6785714285714284,-0.019281867979251924,1.607142857142857,0.005758827427958441,1.6428571428571428,-0.013630819011463527,1.107142857142857,-0.0025373485981169666,1.5357142857142856,-0.030782130860981124,1.8214285714285714,-0.05587226931032916,2.0,-0.006938053661383039,1.357142857142857,-0.01769161793173868,1.2857142857142856,-0.014639022296589924
2026-06-25,2026-06,271,264,-0.13756361093022695,-0.01621712481346576,0.018352568289906574,0.005796734437932614,0.005287791420907048,0.15528710730946982,-0.021075416636519306,0.006068209662486421,0.014343871105922883,-0.2687619082073174,-0.04496678162985605,0.10619376069651201,0.11325128609015511,-0.003613532329165947,0.01867917410811524,0.10186436646272222,0.030729975788091186,1.1150176421954083,0.0360336378267432,0.009095159134739503,0.014793406032461702,-0.03418710657694812,0.010301000836953081,0.1623578418332797,0.007785857270337409,0.0002475800718117205,0.014479297764439925,-0.25115705568820396,-0.04790330220892214,0.107472828302819,0.012904276101584546,-0.001885472867181815,0.01480854709127703,-0.32722427224272244,-0.05523438335750802,0.09533503981163868,1.5357142857142858,-0.020056410527751475,1.7142857142857144,0.0017824953767721355,1.8928571428571428,-0.008345675186308804,1.9642857142857142,0.004184444849025217,1.75,-0.00412741992818828,1.8214285714285714,-0.006439044295753244,1.1071428571428572,0.002519934278049905,1.3928571428571428,-0.048448924486998904,1.6785714285714286,0.026533547216662616,1.9285714285714286,0.00547957226552451,1.3214285714285714,-0.051206873637493565,1.3928571428571428,-0.05871652621465088
2026-06-26,2026-06,262,259,-0.020935734205285828,0.015636446799078933,0.01936772947980994,0.08427906616743583,0.010644104641996395,0.15083917072759226,0.018243410730126766,-0.0072221155899500795,0.01776049771662363,0.17505940960382144,0.020684579966827946,0.12888658190002808,-0.0596451718987505,-0.010431338550652942,0.015287099657070737,-0.1656078542504413,-0.04452467410868961,1.3479558126284525,0.029009387774581098,-0.005488091088496322,0.016486904297971516,0.014023769179468548,0.004238311009909113,0.17265582041671643,0.059946734031469155,0.01850256350938716,0.016891842721678825,0.11467262914561933,0.01693882096303517,0.14451496346065631,0.027530096394871893,-0.006304854543880606,0.01577318632973217,0.143980588581279,0.03434500272225288,0.13018485201665989,1.5384615384615385,0.011790292952925087,1.6923076923076925,-0.011452884820719312,1.8461538461538463,-0.015046723166037557,1.8076923076923077,-0.01000732185772709,1.7307692307692308,0.014175640432464083,1.576923076923077,-0.010247162236188299,1.0,0.008144104641996395,1.3461538461538463,0.017319195351443332,1.7307692307692308,-0.04885159718561269,1.9230769230769231,-0.0005693812977831947,1.4230769230769231,0.01338112865534286,1.3461538461538463,0.030979618106868268
2026-06-29,2026-06,282,280,0.010152826160243086,-0.005132730564423423,0.017238160256656396,0.009430968701673613,-0.02209976242745535,0.18973745512110846,-0.10629284189235126,-0.03517395270169786,0.01618232735945831,0.03234900657644902,-0.021848586626652435,0.135815699385213,0.06367164913084128,0.006665452772162777,0.014315173531305986,0.04234802310382028,-0.02289342434636875,1.2003394748483385,0.007393823648944945,-0.022621650449092326,0.015174759094122367,0.14085236971516832,-0.007805222426760582,0.23778757000608103,0.037398263047213706,-0.003968184892963864,0.015886974966859858,0.04649211521894012,-0.01603707745558314,0.15344021136739422,-0.07132529604717747,-0.02755736184345353,0.015081898347501631,0.04429844979906943,-0.0069731759191507085,0.13876058533787727,1.4285714285714286,-0.008704159135851994,1.7857142857142858,-0.03963823841598357,1.7857142857142858,0.002201167057877062,1.75,-0.026996650449092326,1.8571428571428572,-0.008611042035821007,1.6785714285714286,-0.031753790414882105,0.8571428571428572,-0.024242619570312495,1.4642857142857144,-0.025509300912366722,1.7857142857142858,-0.027357710060654464,1.9285714285714286,-0.012626650998189153,1.4642857142857144,-0.019697791741297425,1.4285714285714286,-0.01054460449057928
2026-06-30,2026-06,293,289,0.03820460333470638,-0.022012557876018087,0.019234284647370432,-0.001815495688645007,0.010383068334689674,0.1527324079953391,0.07087040626337714,-0.0025622842232514045,0.017419724719513408,0.05729318919571387,-0.02315257055537038,0.11143184080719948,-0.043495343007500506,0.0090886863757244,0.016362811722293553,0.06313926298941092,-0.008497519121071733,0.9217460844023474,0.026426670979395547,-0.00792429194493015,0.016431937671264916,-0.019934433674952467,-0.011663004877977601,0.17223621545166806,0.05888374566028948,-0.02426996017855078,0.018503574120803425,0.03373873678854795,-0.017806058649594725,0.11555280151038336,0.037440096215785444,-0.0020073875079570985,0.017208581801628944,0.07185031117586613,-0.005644829680414833,0.09943721636102118,1.482758620689655,-0.025719454427742223,1.6896551724137931,-0.0067864221542858864,1.9310344827586206,0.004261100168827848,1.6896551724137931,-0.012148429875964633,1.8275862068965516,-0.028838925695792158,1.7241379310344827,-0.006317732335543305,1.0344827586206895,0.00779686143813795,1.586206896551724,-0.02711808779674969,1.8275862068965516,-0.013066484638313112,1.9310344827586206,-0.016490591084874155,1.586206896551724,-0.021771575890974035,1.4137931034482758,-0.009179312439035522
2026-07-01,2026-07,312,309,-0.06952773657621464,-0.028537834310602594,0.015743276096799663,-0.04855550436639986,-0.023321003829078205,0.33011206551905603,0.022029556074120143,-0.020060675400250548,0.015497912884273294,0.03000610845550903,-0.0054993591313219625,0.15799413861766937,-0.05463506317595385,-0.00940382689528081,0.014332537740535868,-0.000295560352008206,0.018844352754885878,1.1569733263984805,0.021186789332366045,-0.03349703083769374,0.013978429918567119,-0.012845141565234433,-0.01778272735225977,0.354638590454875,0.03507502021005817,0.003207835451138739,0.014747561283643991,0.09902691434491359,0.0010119016901663485,0.19828806841565716,-0.029292928494720098,-0.02527679502140472,0.015141672803614246,0.05979450934404038,-0.012116539680250372,0.15440601176552232,1.5806451612903225,-0.032489447213828404,1.6774193548387097,-0.02425422378734732,1.8387096774193548,-0.014000601088829197,1.7096774193548387,-0.03777122438608083,1.8064516129032258,-0.0013082935811193253,1.8064516129032258,-0.029792924053662784,1.4516129032258065,-0.02695003608714272,1.8064516129032258,-0.010015488163580027,1.935483870967742,0.014005643077466523,1.9032258064516128,-0.022540791868388803,1.7419354838709677,-0.0033429370195110705,1.6451612903225805,-0.016229442906056823
2026-07-02,2026-07,289,287,0.051276200135226505,0.006287778601012803,0.013955388576595288,-0.0630180368293362,-0.019773303592480217,0.34997500125961056,0.03126914051624707,0.009664362217373906,0.013115452338691568,-0.05306894563099073,-0.007116792678262879,0.11440760847823372,-0.007149882417164874,-0.0038796468356794116,0.0173880299122866,-0.08512593679461188,-0.04045836943184834,0.9151846560938606,0.0372618714109981,0.029671980483993592,0.0115815824607821,0.07893051744024182,0.008946939877755711,0.22630846125459106,0.0784442986119397,0.005621346544847215,0.012899644764324952,-0.025249572445611105,0.011178538860046747,0.14258888132613282,-0.000856600353055573,0.005648703391547714,0.011732724735357337,-0.029394861392832997,-0.0068991464692359505,0.11529142444889094,1.3225806451612903,0.002981326988109577,1.6774193548387097,0.005470813830277132,1.8064516129032258,-0.008395775867937477,1.7419354838709677,0.025317141774316175,1.7419354838709677,0.0012665078351697962,1.7419354838709677,0.001293864681870295,0.967741935483871,-0.022192658431189893,1.2580645161290323,-0.010261953968585459,1.8387096774193548,-0.045055143625396726,1.9032258064516128,0.004188875361626679,1.2580645161290323,0.008033377569724167,1.0,-0.009399146469235951
2026-07-06,2026-07,352,349,0.03590959964027952,0.003729095766030536,0.017703149533199604,-0.04811186940993278,0.007379688712075327,0.21831148671252387,0.07392940036735593,0.012590696118809417,0.015682662852949412,-0.1302497167585724,-0.01677423892828536,0.1748142374413354,-0.024842685084244632,-0.00373911230513471,0.014554456689660995,-0.02994395415058673,0.0051783891857750865,0.8369000511510032,0.10110797655487921,0.005000075145253491,0.015589184031587804,-0.08622054098270127,0.012697642497154748,0.269904311639922,0.06223339176201668,0.008765269108441399,0.017644843676948355,-0.08697539288720968,-0.011991460944271837,0.2000925761248384,0.058017116717479784,0.001100166469849051,0.015984860329416206,-0.08189530973106202,-0.0069806251918789995,0.14753437638282776,1.5714285714285714,-0.00019947566254089298,1.657142857142857,0.008447838975952275,1.8857142857142857,-0.008453398019420424,1.7714285714285714,0.0005715037166820628,1.7714285714285714,0.004336697679869971,1.6285714285714286,-0.0029712621015795205,1.1142857142857143,0.004593974426361041,1.2857142857142856,-0.019988524642571073,1.9142857142857141,0.00039267490006080104,1.8857142857142857,0.007983356782869034,1.3428571428571427,-0.015348603801414694,1.1428571428571428,-0.009837768049021856
2026-07-07,2026-07,287,287,0.09784855615022203,0.005460861114203203,0.015902206222021483,0.10165090266071697,0.01488607719152518,0.2877461698933922,-0.01250020463532979,0.002303181297217627,0.012147840964944975,-0.14675874770031253,-0.001982753477251825,0.13284597494478884,-0.09107745507458014,-0.003270645765465277,0.014265170468185932,-0.04958710938048623,0.0017593729401840646,1.1770250578892643,-0.04684240309071166,-0.016953627721769518,0.011300633582545256,-0.09617035608831745,0.00921896075368574,0.23626239495030765,0.008106985507757743,-0.005857568591894076,0.013135414894184997,-0.1652884926669498,-0.0005223776614610813,0.1618309843129125,0.02887712248081242,0.01054244525990836,0.012891612186150304,-0.2522386470539957,-0.00821690291802448,0.11495773160252078,1.3714285714285714,0.002032289685631775,1.8285714285714285,-0.002268247274210945,1.9428571428571428,-0.008127788622608134,1.8,-0.02145362772176952,1.7714285714285714,-0.010286140020465503,1.6285714285714286,0.006471016688479788,1.0285714285714285,0.012314648620096609,1.3142857142857143,-0.005268467762966111,1.8857142857142857,-0.0029549127741016496,1.8285714285714285,0.004647532182257169,1.2857142857142856,-0.003736663375746795,1.2,-0.01121690291802448
2026-07-08,2026-07,270,270,0.2271609010275889,0.025639496247605476,0.015362514011425622,0.03438455945897749,0.014974762840836401,0.18113812259225934,0.16875921175568634,0.01809054614988168,0.014888882879825744,0.25171355802777357,0.026036432946980388,0.14769289504598687,-0.055785462247073155,-0.00727158292740673,0.014506538409165496,0.10480877314730118,0.001732223767501373,1.2440112553260945,0.10182468757358427,0.002067171805377674,0.014590108439235094,-0.038616899180144215,-0.009372282486134757,0.2588870373589021,0.09816046859353351,0.009789587675480702,0.01459307069866788,0.24211671856495517,0.0263854830743222,0.156275096176951,0.006595731384823142,-0.0022804859737555784,0.014265716303990997,0.27388060497705347,0.03010284669765129,0.13812399714219348,1.482758620689655,0.02193259969588134,1.793103448275862,0.013607787529192023,1.9310344827586206,-0.012099169134303282,1.8620689655172413,-0.002588000608415429,1.8620689655172413,0.0051344152616875985,1.8275862068965516,-0.006849451490996958,1.0,0.0124747628408364,1.3103448275862069,0.02276057087801487,1.8620689655172413,-0.00292294864629173,1.793103448275862,-0.013855041106824412,1.3448275862068966,0.023023414108804957,1.1724137931034482,0.02717181221489267
2026-07-09,2026-07,285,285,-0.10371526175825657,0.014818632270112398,0.01687755300467015,-0.15104324881937928,0.0026305491951539106,0.24277148661868914,-0.10430155463513506,0.009092992989222386,0.015310430429472615,-0.26022902227498224,-0.025105146619963915,0.13062457354473217,0.08592087556584911,0.018000404132063937,0.015479944042467813,-0.049819257141064034,-0.0018840944083618368,1.145812343273844,0.005357772788038676,0.015064927778150917,0.014357189102057466,-0.10312067472927369,-0.003905579176954943,0.28557932548158405,-0.005204062060993121,0.003271878064084504,0.014591882334906624,-0.26620755078872205,-0.03161824137918052,0.12384141968297106,-0.08140036390592358,-0.00559438393962162,0.014350095530072052,-0.2932304167293048,-0.021934322782374248,0.10653086871440921,1.5357142857142856,0.010979346555826684,1.607142857142857,0.005075135846365243,1.8928571428571428,0.01326826127492108,1.7142857142857142,0.010779213492436632,1.607142857142857,-0.0007459790787726385,1.5357142857142856,-0.009433669653907333,1.0357142857142856,4.1263480868196974e-05,1.1785714285714286,-0.028051575191392487,1.8214285714285714,-0.006437665836933265,1.857142857142857,-0.008548436319812086,1.107142857142857,-0.03438609852203766,1.0357142857142856,-0.024523608496659962
