date,month,n,n_tradable,ic_GBM_EVENT,gross_GBM_EVENT,pred_GBM_EVENT,ic_StockMixer_T1_EVENT,gross_StockMixer_T1_EVENT,pred_StockMixer_T1_EVENT,ic_GBM_TFIDF,gross_GBM_TFIDF,pred_GBM_TFIDF,ic_StockMixer_T1_TFIDF,gross_StockMixer_T1_TFIDF,pred_StockMixer_T1_TFIDF,ic_GBM_SHUFFLE,gross_GBM_SHUFFLE,pred_GBM_SHUFFLE,ic_StockMixer_T1_SHUFFLE,gross_StockMixer_T1_SHUFFLE,pred_StockMixer_T1_SHUFFLE,ic_GBM_NOTEXT,gross_GBM_NOTEXT,pred_GBM_NOTEXT,ic_StockMixer_T1_NOTEXT,gross_StockMixer_T1_NOTEXT,pred_StockMixer_T1_NOTEXT,turnover_GBM_EVENT,net_GBM_EVENT,turnover_GBM_TFIDF,net_GBM_TFIDF,turnover_GBM_SHUFFLE,net_GBM_SHUFFLE,turnover_GBM_NOTEXT,net_GBM_NOTEXT,turnover_StockMixer_T1_EVENT,net_StockMixer_T1_EVENT,turnover_StockMixer_T1_TFIDF,net_StockMixer_T1_TFIDF,turnover_StockMixer_T1_SHUFFLE,net_StockMixer_T1_SHUFFLE,turnover_StockMixer_T1_NOTEXT,net_StockMixer_T1_NOTEXT
2025-08-01,2025-08,17,17,0.08088235294117647,,,-0.012254901960784314,,,-0.16953368125958238,,,0.029484118479927372,,,0.08088235294117647,,,0.11274509803921569,,,-0.0012262418000718593,,,-0.3112745098039216,,,,,,,,,,,,,,,,,,
2025-08-04,2025-08,15,15,-0.13978584413286751,,,-0.08571428571428572,,,0.007142857142857143,,,-0.5107142857142857,,,0.1,,,-0.14285714285714285,,,-0.4847043549302107,,,0.3392857142857143,,,,,,,,,,,,,,,,,,
2025-08-05,2025-08,24,24,0.019569472086883904,-0.10424922413731885,0.0480025829716024,-0.15565217391304348,0.14006238014224404,0.5555437281727791,-0.36372418892955566,-0.10408250796328894,0.1842984072644442,0.28249546187332736,-0.05442637334656886,0.8667705655097961,-0.004347826086956522,-0.09945736132040706,0.05937163093454963,-0.2808695652173913,-0.08824958676229411,0.8062713742256165,0.003922434454624973,0.10327105661026659,0.062416471727459316,0.2008695652173913,0.06790025212178097,0.2005358450114727,1.0,-0.10674922413731885,1.0,-0.10658250796328894,1.0,-0.10195736132040706,1.0,0.10077105661026659,1.0,0.13756238014224403,1.0,-0.05692637334656886,1.0,-0.09074958676229411,1.0,0.06540025212178097
2025-08-06,2025-08,26,26,-0.0905982905982906,-0.033725896988397494,0.10655267184330969,0.0071794871794871795,-0.005838671730439504,0.6848853826522827,0.2359458044096557,0.11082468271062051,0.1409770203004036,0.054343202764906125,0.05957352697388203,0.9663117130597432,0.031794871794871796,0.02041617705810269,0.08565089847380358,0.3388034188034188,0.0933747736762595,0.7448350290457408,0.12275602846533802,0.010758577822821599,0.08691362398321323,0.1111111111111111,0.04664712132112034,0.5970491270224253,1.3333333333333333,-0.03705923032173083,2.0,0.10582468271062051,2.0,0.015416177058102689,1.6666666666666665,0.0065919111561549325,2.0,-0.010838671730439505,2.0,0.054573526973882035,2.0,0.0883747736762595,1.0,0.044147121321120336
2025-08-07,2025-08,27,24,-0.31929181929181927,-0.12859310953727449,0.08547679870631789,-0.3266178266178266,-0.06293892570444098,1.2024872452020645,0.23233240349380152,0.1688223599142124,0.21756229038569336,0.3402339789816623,0.14969803109613833,0.8152199909090996,0.054945054945054944,0.012790404428892344,0.07192001437711859,-0.2039072039072039,-0.07324042332313152,1.2452688217163086,-0.06839694975336874,-0.06497070948583622,0.07456535744997249,-0.06105006105006105,-0.1688999500015695,0.8488403484225273,2.0,-0.1335931095372745,2.0,0.1638223599142124,1.6666666666666665,0.008623737762225678,2.0,-0.06997070948583622,1.6666666666666665,-0.06710559237110765,1.6666666666666665,0.14553136442947165,1.6666666666666665,-0.07740708998979819,1.3333333333333333,-0.17223328333490281
2025-08-08,2025-08,11,11,-0.5454545454545454,,,-0.18181818181818182,,,-0.6378148666094873,,,0.05466984570938462,,,0.2636363636363636,,,0.21818181818181817,,,-0.15454545454545454,,,0.37272727272727274,,,,,,,,,,,,,,,,,,
2025-08-11,2025-08,22,21,-0.1507622811970638,-0.1290965873255353,0.05185586051710775,-0.20948616600790515,-0.0006917819417900928,1.0523947924375534,-0.08413325804630152,-0.1181748525775086,0.14578298276608997,-0.011857707509881422,-0.052789532484085466,0.8351356610655785,-0.17447769621682666,-0.15885966164043608,0.07029451032316889,0.2704686617730096,0.009597813963439727,1.1197586506605148,-0.28176171654432525,-0.23859778843890478,0.03699133568659321,-0.21739130434782608,0.028502135065512024,2.3741690516471863,2.0,-0.1340965873255353,2.0,-0.1231748525775086,2.0,-0.16385966164043608,2.0,-0.24359778843890478,2.0,-0.005691781941790093,2.0,-0.057789532484085464,1.5,0.005847813963439728,1.5,0.024752135065512024
2025-08-12,2025-08,15,14,-0.44642857142857145,,,-0.18214285714285713,,,-0.039285714285714285,,,-0.12142857142857143,,,-0.25,,,0.014285714285714285,,,-0.15013410820738635,,,-0.6392857142857142,,,,,,,,,,,,,,,,,,
2025-08-13,2025-08,19,18,0.47368421052631576,,,-0.014035087719298246,,,0.35103118780794457,,,-0.2246599601970845,,,0.16666666666666666,,,-0.11754385964912281,,,0.3385964912280702,,,-0.07894736842105263,,,,,,,,,,,,,,,,,,
2025-08-14,2025-08,16,15,0.7264705882352941,,,0.4823529411764706,,,0.08529411764705883,,,0.31176470588235294,,,0.3764705882352941,,,0.01764705882352941,,,0.6294117647058823,,,0.2529411764705882,,,,,,,,,,,,,,,,,,
