date,ticker,sym_root,sym_suffix,n_quotes,quoted_spread_bps_mean,quoted_spread_bps_median,mid_price_mean
2026-07-22,DIS,DIS,,66367,2.105,2.0674,96.5654
2026-07-22,DKNG,DKNG,,125777,5.2918,4.3545,22.9891
2026-07-22,DLR,DLR,,18715,7.6935,7.2357,179.6079
2026-07-22,DOW,DOW,,92411,4.3377,3.1964,31.363
2026-07-22,DUK,DUK,,74889,2.3241,2.3532,127.3802
2026-07-22,DXCM,DXCM,,41118,7.4724,6.8658,72.3619
2026-07-22,EA,EA,,11215,0.8752,0.957,208.9403
2026-07-22,ECL,ECL,,10470,7.8832,7.1998,265.0891
2026-07-22,ELV,ELV,,17243,11.6811,11.1024,391.391
2026-07-22,EMR,EMR,,15726,10.4713,9.3107,139.6977
2026-07-22,ENPH,ENPH,,27892,17.8968,17.3332,40.2018
2026-07-22,EOG,EOG,,33078,6.0781,5.5291,145.0713
2026-07-22,EQIX,EQIX,,11988,21.2839,19.5566,1031.1984
2026-07-22,ETN,ETN,,19501,11.81,10.5525,407.9533
2026-07-22,EXC,EXC,,130200,2.3601,2.1503,46.5123
2026-07-22,F,F,,87082,6.9198,6.9276,14.4614
2026-07-22,FCX,FCX,,285932,2.655,1.5599,64.3758
2026-07-22,FDX,FDX,,23515,7.9253,6.2521,319.6601
2026-07-22,FSLR,FSLR,,15430,19.9355,18.6055,210.0994
2026-07-22,FTNT,FTNT,,40789,9.8428,8.9922,155.5112
2026-07-22,GD,GD,,11916,10.8121,9.1133,372.8529
2026-07-22,GE,GE,,40929,5.0244,4.3641,342.9891
2026-07-22,GEHC,GEHC,,28237,5.4527,4.8674,61.8519
2026-07-22,GILD,GILD,,37602,4.7904,4.5541,131.5384
2026-07-22,GIS,GIS,,116198,3.1235,2.6987,37.1787
2026-07-22,GM,GM,,60424,4.7876,3.6903,82.4712
2026-07-22,GOOGL,GOOG,L,474473,1.3584,1.1539,347.3824
2026-07-22,GS,GS,,31658,7.9992,7.3722,1097.5292
2026-07-22,HAL,HAL,,125616,3.4071,3.0381,33.0289
2026-07-22,HCA,HCA,,21609,11.4464,10.7101,373.7047
2026-07-22,HD,HD,,30130,5.0364,4.2085,332.7529
2026-07-22,HON,HON,,20310,7.8274,6.8983,234.1102
2026-07-22,ICE,ICE,,21435,7.2904,5.6286,142.1941
2026-07-22,INTC,INTC,,1158119,2.5947,2.8271,105.1893
2026-07-22,INTU,INTU,,38445,11.2783,10.4228,288.2598
2026-07-22,ISRG,ISRG,,61357,4.8319,4.0923,344.002
2026-07-22,IWM,IWM,,1348497,0.4732,0.34,294.7231
2026-07-22,JNJ,JNJ,,47350,3.9592,3.5357,254.5838
2026-07-22,JPM,JPM,,52518,3.3772,2.8762,347.4131
2026-07-22,KHC,KHC,,109048,4.1103,3.8439,26.0258
2026-07-22,KMI,KMI,,79354,3.2132,3.0717,32.5431
2026-07-22,KO,KO,,152458,1.7645,1.2141,82.425
2026-07-22,KR,KR,,41571,4.3958,3.4771,57.9476
2026-07-22,LIN,LIN,,25082,5.0174,4.3136,508.1614
2026-07-22,LLY,LLY,,24204,10.9593,11.1862,1162.2837
2026-07-22,LMT,LMT,,12689,11.7375,11.6212,516.3529
2026-07-22,LOW,LOW,,13677,10.4307,9.3387,203.5848
2026-07-22,LULU,LULU,,17815,11.0204,10.5328,113.2845
2026-07-22,MA,MA,,37458,6.1733,5.5971,534.5293
2026-07-22,MCD,MCD,,54592,2.7157,2.6455,263.6966
2026-07-22,MDLZ,MDLZ,,166839,2.5259,1.6549,60.5326
2026-07-22,MDT,MDT,,72590,3.1356,2.4495,82.0301
2026-07-22,META,META,,95941,3.6358,3.3524,629.2568
2026-07-22,MLM,MLM,,7645,19.1778,16.6377,552.8936
2026-07-22,MNST,MNST,,43097,3.9885,3.1734,95.0664
2026-07-22,MO,MO,,103438,4.486,4.1229,72.808
2026-07-22,MPC,MPC,,19380,13.638,12.8319,319.4928
2026-07-22,MRK,MRK,,47777,3.4469,3.1267,128.0395
2026-07-22,MS,MS,,23093,5.9301,5.488,218.5821
2026-07-22,MSFT,MSFT,,209735,1.4143,1.2854,389.4536
2026-07-22,MU,MU,,399489,4.8231,4.7101,970.7228
2026-07-22,NEE,NEE,,134600,1.9553,2.2329,89.2306
2026-07-22,NEM,NEM,,63573,3.2243,3.1213,95.9249
2026-07-22,NFLX,NFLX,,396268,1.9797,1.4446,69.799
2026-07-22,NKE,NKE,,161820,2.7169,2.3812,42.0023
2026-07-22,NOC,NOC,,17996,14.6458,12.4427,527.8891
2026-07-22,NOW,NOW,,287948,3.264,3.0933,96.7066
2026-07-22,NSC,NSC,,15433,11.4425,10.8264,331.6082
2026-07-22,NUE,NUE,,9915,16.1788,15.2925,236.0277
2026-07-22,NVDA,NVDA,,1423989,1.0038,0.9411,211.2542
2026-07-22,O,O,,49078,2.3687,1.5365,65.2053
2026-07-22,OKE,OKE,,25532,5.2013,4.3568,92.027
2026-07-22,ORCL,ORCL,,79010,5.5265,4.7542,126.3618
2026-07-22,ORLY,ORLY,,63565,3.1448,2.3087,87.2415
2026-07-22,PANW,PANW,,40918,11.657,10.9408,335.0462
2026-07-22,PCG,PCG,,57476,5.6211,5.6132,17.8497
2026-07-22,PEP,PEP,,104853,2.5798,2.2198,135.472
2026-07-22,PFE,PFE,,76323,4.006,3.9976,24.9965
2026-07-22,PG,PG,,52039,3.5939,3.339,149.7342
2026-07-22,PGR,PGR,,16976,7.4177,6.3581,204.6541
2026-07-22,PLD,PLD,,29979,11.6541,10.3096,146.1977
2026-07-22,PLTR,PLTR,,256056,2.4267,2.3655,125.8088
2026-07-22,PLUG,PLUG,,27201,43.7142,43.7637,2.2893
2026-07-22,PM,PM,,43109,14.058,12.5484,193.3811
2026-07-22,PPG,PPG,,5756,13.4549,11.9679,117.3624
2026-07-22,PSA,PSA,,12807,7.1641,5.7954,310.3452
2026-07-22,PSX,PSX,,21215,10.2402,9.4643,212.7982
2026-07-22,QCOM,QCOM,,62441,8.4619,7.894,176.5191
2026-07-22,RBLX,RBLX,,39946,7.8224,6.009,50.2282
2026-07-22,ROST,ROST,,15608,9.9548,9.6357,236.8533
2026-07-22,RTX,RTX,,22322,5.3935,4.6405,194.9281
2026-07-22,SBUX,SBUX,,35994,4.5535,3.8428,104.1999
2026-07-22,SCHW,SCHW,,101325,4.8813,4.0092,100.0953
2026-07-22,SHW,SHW,,23224,5.8964,4.9917,320.9199
2026-07-22,SLB,SLB,,110953,2.526,2.1033,47.581
2026-07-22,SNPS,SNPS,,30713,8.4025,6.9271,380.038
2026-07-22,SO,SO,,37350,4.2594,3.1481,95.2546
2026-07-22,SOC,SOC,,23193,23.4026,22.9621,4.3627
2026-07-22,SPG,SPG,,11292,9.9768,8.8527,226.2884
2026-07-22,SPGI,SPGI,,21630,9.6085,8.5894,430.2248
2026-07-22,SPOT,SPOT,,16340,15.404,12.9745,479.1207
2026-07-22,SRE,SRE,,24707,6.8969,6.4475,92.8454
2026-07-22,STZ,STZ,,9250,12.4189,11.3813,131.9028
2026-07-22,SYK,SYK,,15585,8.2569,7.047,311.534
2026-07-22,SYY,SYY,,25435,5.7233,4.8274,82.4649
2026-07-22,T,T,,240325,4.3804,4.3621,22.9445
2026-07-22,TJX,TJX,,20902,6.1511,5.7735,155.3674
2026-07-22,TMO,TMO,,27593,9.7947,8.0458,523.0087
2026-07-22,TMUS,TMUS,,30449,7.7424,7.3096,191.1741
2026-07-22,TSLA,TSLA,,247992,2.3255,2.1218,377.108
2026-07-22,TT,TT,,7744,14.1482,13.2432,474.05
2026-07-22,TTWO,TTWO,,14527,13.552,12.01,233.531
2026-07-22,TXN,TXN,,64042,6.961,6.4482,292.8986
2026-07-22,UBER,UBER,,113982,3.2639,2.8345,70.5733
2026-07-22,UNH,UNH,,48724,4.5796,4.1431,433.5136
2026-07-22,UPS,UPS,,28578,5.9697,5.1524,116.5262
2026-07-22,V,V,,46958,3.25,2.8145,354.8173
2026-07-22,VICI,VICI,,76107,3.9175,3.7474,26.693
2026-07-22,VLO,VLO,,27051,12.7018,11.8614,312.6817
2026-07-22,VMC,VMC,,12771,11.7565,10.7708,278.5165
2026-07-22,VRTX,VRTX,,14967,9.1297,7.9763,474.9365
2026-07-22,VST,VST,,23685,9.4173,8.9694,166.8178
2026-07-22,VZ,VZ,,188066,2.4621,2.249,44.5597
2026-07-22,WBD,WBD,,71989,3.9121,3.8662,25.8955
2026-07-22,WEC,WEC,,27058,4.9344,4.4203,113.1533
2026-07-22,WELL,WELL,,10897,9.4533,8.151,245.6037
2026-07-22,WFC,WFC,,128172,2.6469,2.3113,86.6296
2026-07-22,WM,WM,,12285,8.7033,8.1164,235.1966
2026-07-22,WMB,WMB,,36535,4.1595,4.0142,74.5995
2026-07-22,WMT,WMT,,341785,1.69,1.8253,109.2042
2026-07-22,XEL,XEL,,146475,2.3555,2.495,79.9155
2026-07-22,XOM,XOM,,112644,2.0412,1.9448,154.1038
2026-07-22,YUM,YUM,,21198,12.8333,10.7744,148.2127
2026-07-22,ZTS,ZTS,,24389,6.7151,5.4113,74.5075
2026-07-23,AAPL,AAPL,,1295161,1.2972,1.2473,320.8641
2026-07-23,ABBV,ABBV,,21648,7.1706,6.2544,256.196
2026-07-23,ABNB,ABNB,,32831,8.9371,8.7464,136.8521
2026-07-23,ABT,ABT,,88595,3.7486,2.9894,100.8014
2026-07-23,ACN,ACN,,35448,8.3403,7.249,137.9123
2026-07-23,ADBE,ADBE,,58124,5.8912,5.0977,213.9176
2026-07-23,AEP,AEP,,153409,3.9832,3.7171,134.4122
2026-07-23,AMAT,AMAT,,90392,11.55,10.9814,563.9231
2026-07-23,AMD,AMD,,344232,9.6818,9.4413,540.7596
2026-07-23,AMGN,AMGN,,25273,8.8858,8.1742,366.9649
2026-07-23,AMT,AMT,,29667,7.4018,6.6998,165.8703
2026-07-23,AMZN,AMZN,,728085,1.6511,1.7042,233.9347
2026-07-23,AON,AON,,13208,10.547,10.1821,352.9217
2026-07-23,APD,APD,,14156,11.463,10.5304,295.7105
2026-07-23,AVB,AVB,,20254,11.7758,10.9922,190.6794
2026-07-23,AVGO,AVGO,,124848,4.763,4.361,391.4848
2026-07-23,AXON,AXON,,12490,26.8484,23.8093,492.26
2026-07-23,AXP,AXP,,37683,6.1097,5.0216,340.9678
2026-07-23,BA,BA,,30260,8.4988,8.0862,208.4478
2026-07-23,BAC,BAC,,285707,1.7001,1.6389,61.0379
2026-07-23,BKNG,BKNG,,264246,2.4674,1.7408,172.6364
2026-07-23,BLK,BLK,,14508,16.198,15.2615,1045.4031
2026-07-23,BMY,BMY,,151335,2.6766,1.6243,61.5345
2026-07-23,BRK-B,BRK,B,22680,3.7666,3.2714,488.9581
2026-07-23,C,C,,92477,3.1551,3.0344,131.682
2026-07-23,CAT,CAT,,40279,8.609,7.5011,901.5124
2026-07-23,CB,CB,,35388,5.6276,4.5784,349.4855
2026-07-23,CCI,CCI,,41233,9.2057,8.0494,75.913
2026-07-23,CDNS,CDNS,,25519,11.3648,9.3,334.4307
2026-07-23,CEG,CEG,,37684,8.049,7.3481,274.2912
2026-07-23,CHTR,CHTR,,32346,15.3079,14.3529,126.5142
2026-07-23,CI,CI,,17617,11.2203,9.8156,286.9081
2026-07-23,CL,CL,,46541,4.8561,4.4648,89.7318
2026-07-23,CMCSA,CMCS,A,179255,4.5275,4.4179,22.7593
2026-07-23,CME,CME,,32203,6.0636,5.0758,253.8324
2026-07-23,CMG,CMG,,165310,3.4002,3.1333,31.9418
2026-07-23,COIN,COIN,,63564,12.5109,11.8624,162.0578
2026-07-23,COP,COP,,176427,3.0152,2.4792,121.4717
2026-07-23,COST,COST,,27000,6.8823,6.5253,921.0556
2026-07-23,CRM,CRM,,69825,7.285,6.4226,157.6498
2026-07-23,CRWD,CRWD,,70126,7.9442,7.0637,183.4253
2026-07-23,CSCO,CSCO,,215688,2.5588,2.6489,112.8206
2026-07-23,CSX,CSX,,313329,2.291,1.9031,52.5565
2026-07-23,CVX,CVX,,79408,2.2729,2.0457,196.3179
2026-07-23,D,D,,180169,2.073,1.4038,71.3771
2026-07-23,DD,DD,,10382,15.9955,15.2213,137.3454
2026-07-23,DE,DE,,15197,13.8248,13.2493,610.5945
2026-07-23,DHI,DHI,,37976,8.6466,7.8715,140.0297
2026-07-23,DIS,DIS,,108830,2.2315,2.1498,93.0536
2026-07-23,DKNG,DKNG,,106640,5.6148,4.4258,22.7061
2026-07-23,DLR,DLR,,18362,7.4066,6.6607,180.121
2026-07-23,DOW,DOW,,148587,4.8743,3.2326,31.3004
2026-07-23,DUK,DUK,,87721,2.348,2.3212,128.9779
2026-07-23,DXCM,DXCM,,30061,7.1428,5.6786,70.6267
2026-07-23,EA,EA,,13436,0.8489,0.9568,208.9915
2026-07-23,ECL,ECL,,13345,8.7772,7.5686,263.3474
2026-07-23,ELV,ELV,,19843,12.8484,11.8892,379.1112
2026-07-23,EMR,EMR,,27933,11.4306,10.4011,144.3025
2026-07-23,ENPH,ENPH,,37818,14.9743,12.9853,38.4615
2026-07-23,EOG,EOG,,43982,6.0616,6.1139,146.5504
2026-07-23,EQIX,EQIX,,7036,18.9923,18.3871,1034.8773
2026-07-23,ETN,ETN,,30506,13.2804,12.3156,413.5113
2026-07-23,EXC,EXC,,148858,2.4714,2.1225,47.087
2026-07-23,F,F,,103330,7.1021,7.0897,14.1096
2026-07-23,FCX,FCX,,203156,5.058,4.7315,63.1925
2026-07-23,FDX,FDX,,21800,9.0735,7.9038,316.2532
2026-07-23,FSLR,FSLR,,14485,28.5914,26.1008,206.0308
2026-07-23,FTNT,FTNT,,37940,10.5597,9.216,152.2462
2026-07-23,GD,GD,,24831,9.5459,8.6231,382.305
2026-07-23,GE,GE,,43891,6.0645,5.1842,348.1132
2026-07-23,GEHC,GEHC,,43285,4.7711,4.8477,61.6917
2026-07-23,GILD,GILD,,51257,4.7726,3.0812,129.7926
2026-07-23,GIS,GIS,,171149,3.2176,2.7906,35.9166
2026-07-23,GM,GM,,48894,4.3561,3.7648,79.7799
2026-07-23,GOOGL,GOOG,L,847995,1.4282,1.2597,318.9473
2026-07-23,GS,GS,,41371,11.0463,10.5898,1074.2901
2026-07-23,HAL,HAL,,119605,3.356,3.0262,33.2368
2026-07-23,HCA,HCA,,29969,11.429,10.394,374.7538
2026-07-23,HD,HD,,47506,4.8876,4.3028,324.8459
2026-07-23,HON,HON,,37693,14.5026,13.8645,246.4467
2026-07-23,ICE,ICE,,17899,7.6161,6.3142,142.9248
2026-07-23,INTC,INTC,,1658613,2.5473,2.0094,101.2367
2026-07-23,INTU,INTU,,31936,11.6492,10.653,281.3042
2026-07-23,ISRG,ISRG,,50886,5.6999,4.8229,331.3027
2026-07-23,IWM,IWM,,2496396,0.5592,0.6841,291.5588
2026-07-23,JNJ,JNJ,,39842,4.798,3.8761,257.8635
2026-07-23,JPM,JPM,,56454,4.3938,4.0171,347.6787
2026-07-23,KHC,KHC,,142274,4.1013,3.9254,25.503
2026-07-23,KMI,KMI,,136515,3.4115,3.068,32.576
2026-07-23,KO,KO,,205735,1.889,1.2346,81.2468
2026-07-23,KR,KR,,85516,3.7839,3.5945,55.5397
2026-07-23,LIN,LIN,,24580,6.34,5.7278,507.0132
2026-07-23,LLY,LLY,,25021,10.0141,8.7917,1179.9828
2026-07-23,LMT,LMT,,26595,13.4255,12.5324,568.6976
2026-07-23,LOW,LOW,,17568,8.9938,7.9184,201.0363
2026-07-23,LULU,LULU,,25353,9.9624,9.0318,110.603
2026-07-23,MA,MA,,42217,5.8571,5.3026,527.019
2026-07-23,MCD,MCD,,60072,3.7803,3.4336,262.4716
2026-07-23,MDLZ,MDLZ,,191177,2.3941,1.6724,59.9975
2026-07-23,MDT,MDT,,151435,2.9994,2.4384,82.1484
2026-07-23,META,META,,120288,3.8697,3.3359,604.7295
2026-07-23,MLM,MLM,,9955,19.0026,17.8016,547.3708
2026-07-23,MNST,MNST,,58872,3.8641,3.2115,93.5293
2026-07-23,MO,MO,,93056,4.4587,4.167,71.9917
2026-07-23,MPC,MPC,,28156,12.1227,11.1406,315.6993
2026-07-23,MRK,MRK,,48905,3.2691,3.0616,130.2095
2026-07-23,MS,MS,,28079,6.7602,6.0528,215.1636
2026-07-23,MSFT,MSFT,,223115,1.7738,1.5751,381.8209
2026-07-23,MU,MU,,670136,5.3209,5.1436,991.2935
2026-07-23,NEE,NEE,,170619,1.9773,2.2126,89.9866
2026-07-23,NEM,NEM,,104149,3.5593,3.1862,94.123
2026-07-23,NFLX,NFLX,,398877,1.9433,1.4574,68.734
2026-07-23,NKE,NKE,,148354,2.6493,2.4411,41.0631
2026-07-23,NOC,NOC,,16109,15.8742,15.1352,536.0309
2026-07-23,NOW,NOW,,303694,5.262,5.1656,94.5666
2026-07-23,NSC,NSC,,39669,14.6477,13.2236,350.8898
2026-07-23,NUE,NUE,,14712,14.1509,12.8601,240.9435
2026-07-23,NVDA,NVDA,,2432204,1.228,1.4277,208.4524
2026-07-23,O,O,,63474,2.6973,3.0647,64.9165
2026-07-23,OKE,OKE,,29836,5.4414,5.3588,93.0311
2026-07-23,ORCL,ORCL,,103763,4.3763,4.1276,121.0963
2026-07-23,ORLY,ORLY,,80033,2.9994,2.3343,85.8784
2026-07-23,PANW,PANW,,40554,12.77,11.4539,324.5964
2026-07-23,PCG,PCG,,69725,5.6775,5.6322,17.7494
2026-07-23,PEP,PEP,,118792,2.6493,2.2378,134.6705
2026-07-23,PFE,PFE,,92441,4.0126,4.004,24.9713
2026-07-23,PG,PG,,75024,3.559,3.4166,146.4147
2026-07-23,PGR,PGR,,16411,8.3126,7.7441,205.7264
2026-07-23,PLD,PLD,,47285,7.9955,6.943,143.902
2026-07-23,PLTR,PLTR,,229857,3.0921,2.4664,122.2717
2026-07-23,PLUG,PLUG,,34319,45.0085,45.1467,2.2252
2026-07-23,PM,PM,,28330,10.8295,9.995,191.5799
2026-07-23,PPG,PPG,,19444,15.7326,14.9998,113.7482
2026-07-23,PSA,PSA,,18540,6.9369,5.736,314.3128
2026-07-23,PSX,PSX,,21539,9.7492,9.4648,210.9944
2026-07-23,QCOM,QCOM,,91336,7.6593,7.0326,170.0514
2026-07-23,RBLX,RBLX,,38134,7.0279,6.2979,47.7184
2026-07-23,ROST,ROST,,32719,9.6074,8.9208,233.9892
2026-07-23,RTX,RTX,,45589,7.5352,7.1457,209.6767
2026-07-23,SBUX,SBUX,,56794,5.2003,4.856,102.7677
2026-07-23,SCHW,SCHW,,76392,4.4368,3.9189,101.9262
2026-07-23,SHW,SHW,,27047,7.1605,6.1323,310.228
2026-07-23,SLB,SLB,,148417,2.7474,2.1081,47.785
2026-07-23,SNPS,SNPS,,27548,8.213,6.9103,374.2923
2026-07-23,SO,SO,,64499,4.1501,4.1404,96.2138
2026-07-23,SOC,SOC,,28297,22.7772,21.7628,4.5868
2026-07-23,SPG,SPG,,7460,13.3728,12.3732,226.057
2026-07-23,SPGI,SPGI,,23886,8.4941,7.5705,420.6893
2026-07-23,SPOT,SPOT,,17264,15.2101,13.0491,469.8759
2026-07-23,SRE,SRE,,22770,7.5431,6.4226,93.5661
2026-07-23,STZ,STZ,,10334,12.5378,10.8653,129.3953
2026-07-23,SYK,SYK,,21140,8.7131,7.2584,315.7377
2026-07-23,SYY,SYY,,26979,6.0166,4.9328,81.2829
2026-07-23,T,T,,221737,4.4028,4.3735,22.8575
2026-07-23,TJX,TJX,,28824,5.7616,5.2206,153.1943
2026-07-23,TMO,TMO,,42313,10.2773,9.5841,574.7252
2026-07-23,TMUS,TMUS,,44772,12.1242,11.0378,178.0317
2026-07-23,TSLA,TSLA,,702090,1.9248,1.8332,323.377
2026-07-23,TT,TT,,13932,14.6713,12.9867,477.227
2026-07-23,TTWO,TTWO,,14954,11.922,11.19,230.6568
2026-07-23,TXN,TXN,,68502,11.7544,10.5727,282.9291
2026-07-23,UBER,UBER,,146907,2.9537,2.8994,69.016
2026-07-23,UNH,UNH,,41613,4.6615,4.0083,423.4004
2026-07-23,UPS,UPS,,32407,5.9207,5.2342,114.7023
2026-07-23,V,V,,54418,2.7788,2.2836,350.2687
2026-07-23,VICI,VICI,,60170,4.0425,3.79,26.4056
2026-07-23,VLO,VLO,,19691,15.0267,14.5187,311.1746
2026-07-23,VMC,VMC,,13422,12.0231,10.9,274.8659
2026-07-23,VRTX,VRTX,,117366,6.7103,5.4967,474.0019
2026-07-23,VST,VST,,30151,10.0835,9.6659,167.0786
2026-07-23,VZ,VZ,,229205,2.3666,2.2658,44.1747
2026-07-23,WBD,WBD,,76050,3.8747,3.8425,26.0066
2026-07-23,WEC,WEC,,32348,4.656,4.3651,114.4255
2026-07-23,WELL,WELL,,13538,10.2362,9.2978,247.8135
2026-07-23,WFC,WFC,,119832,2.385,2.321,86.0099
2026-07-23,WM,WM,,14653,12.7051,11.8383,237.4541
2026-07-23,WMB,WMB,,51057,4.3141,3.9896,75.2166
2026-07-23,WMT,WMT,,474178,1.6879,1.8512,107.7678
2026-07-23,XEL,XEL,,199053,2.3865,2.4704,80.7392
2026-07-23,XOM,XOM,,149744,1.9656,1.903,157.5652
2026-07-23,YUM,YUM,,11355,10.0327,8.758,147.6239
2026-07-23,ZTS,ZTS,,29065,5.7914,5.3923,74.1792
2026-07-24,AAPL,AAPL,,1415677,1.1896,1.2022,331.2391
2026-07-24,ABBV,ABBV,,25702,5.9966,5.775,259.044
2026-07-24,ABNB,ABNB,,29145,9.5248,8.4228,141.0144
2026-07-24,ABT,ABT,,78946,3.0743,2.8856,103.2797
2026-07-24,ACN,ACN,,41056,8.3172,7.5656,145.636
2026-07-24,ADBE,ADBE,,67855,6.825,5.8491,222.6739
2026-07-24,AEP,AEP,,102008,3.773,3.6866,135.6829
2026-07-24,AMAT,AMAT,,127438,12.4388,11.7341,543.3485
2026-07-24,AMD,AMD,,261967,9.6428,9.4495,528.4775
2026-07-24,AMGN,AMGN,,28400,6.9142,5.847,376.5999
2026-07-24,AMT,AMT,,22601,6.8647,6.5152,167.8729
2026-07-24,AMZN,AMZN,,613304,1.7675,1.7149,232.7303
2026-07-24,AON,AON,,13612,10.5027,8.8943,359.989
2026-07-24,APD,APD,,15535,8.7794,8.0898,296.7703
2026-07-24,AVB,AVB,,20513,11.0503,10.5686,189.7224
2026-07-24,AVGO,AVGO,,164151,4.9114,4.4723,382.6011
2026-07-24,AXON,AXON,,18374,20.9371,18.0941,497.6195
2026-07-24,AXP,AXP,,49647,8.8561,7.8334,322.4945
2026-07-24,BA,BA,,24656,8.164,7.5955,210.5871
2026-07-24,BAC,BAC,,244638,1.638,1.6151,61.936
2026-07-24,BKNG,BKNG,,348618,1.8427,1.6831,177.4953
2026-07-24,BLK,BLK,,12166,14.1652,13.6092,1047.8462
2026-07-24,BMY,BMY,,143743,2.3459,1.6094,62.2692
2026-07-24,BRK-B,BRK,B,26326,3.6973,3.242,494.3324
2026-07-24,C,C,,81276,3.1992,3.0234,132.2617
2026-07-24,CAT,CAT,,38892,10.655,10.1211,890.9527
2026-07-24,CB,CB,,27365,5.6873,4.7612,357.5147
2026-07-24,CCI,CCI,,27791,7.8656,6.6265,75.7115
2026-07-24,CDNS,CDNS,,32654,12.3806,11.9883,331.6846
2026-07-24,CEG,CEG,,35596,10.0315,9.3689,276.5352
2026-07-24,CHTR,CHTR,,40131,25.9895,24.1315,122.4126
2026-07-24,CI,CI,,16754,9.2404,7.6462,288.4171
2026-07-24,CL,CL,,46273,4.5698,4.417,90.5788
2026-07-24,CMCSA,CMCS,A,171827,4.6195,4.4873,22.2894
2026-07-24,CME,CME,,22884,6.2254,4.7672,253.0231
2026-07-24,CMG,CMG,,183883,3.6263,3.1245,32.0153
2026-07-24,COIN,COIN,,54042,11.1453,10.781,157.1429
2026-07-24,COP,COP,,136396,4.0819,3.3333,120.3505
2026-07-24,COST,COST,,36559,5.5082,4.9295,932.3498
2026-07-24,CRM,CRM,,59910,6.5956,6.1095,162.5577
2026-07-24,CRWD,CRWD,,65126,8.0044,7.0735,183.1874
2026-07-24,CSCO,CSCO,,378700,2.3832,1.779,113.361
2026-07-24,CSX,CSX,,182728,2.1674,1.8855,53.0351
2026-07-24,CVX,CVX,,90844,2.7594,2.5676,195.1659
2026-07-24,D,D,,167126,2.771,2.8086,71.1254
2026-07-24,DD,DD,,8691,15.2957,14.4949,137.9312
2026-07-24,DE,DE,,12710,12.3666,11.1989,620.0309
2026-07-24,DHI,DHI,,28316,9.6846,8.9652,145.0465
2026-07-24,DIS,DIS,,127691,2.0914,2.0938,95.2888
2026-07-24,DKNG,DKNG,,89750,5.3345,4.3375,23.1079
2026-07-24,DLR,DLR,,52825,10.9075,9.8416,203.3265
2026-07-24,DOW,DOW,,100483,4.2746,3.3698,29.6915
2026-07-24,DUK,DUK,,89752,2.4271,2.3069,130.1541
2026-07-24,DXCM,DXCM,,42304,8.7161,7.0932,71.17
2026-07-24,EA,EA,,25198,0.7352,0.4784,209.0502
2026-07-24,ECL,ECL,,15596,6.5917,5.5917,267.644
2026-07-24,ELV,ELV,,19529,9.4371,7.9388,377.9866
2026-07-24,EMR,EMR,,24177,8.7197,8.064,147.7756
2026-07-24,ENPH,ENPH,,37279,18.0485,16.1812,37.387
2026-07-24,EOG,EOG,,28537,8.1062,6.8493,146.5184
2026-07-24,EQIX,EQIX,,17236,20.091,18.9272,1096.76
2026-07-24,ETN,ETN,,24405,13.4352,11.9439,407.8051
2026-07-24,EXC,EXC,,156006,2.3442,2.1077,47.4962
2026-07-24,F,F,,109204,6.9689,6.9662,14.3681
2026-07-24,FCX,FCX,,133608,4.7068,4.7927,62.1649
2026-07-24,FDX,FDX,,16702,10.0234,9.1817,316.7489
2026-07-24,FSLR,FSLR,,15458,24.8607,23.2231,203.0758
2026-07-24,FTNT,FTNT,,38523,9.519,8.4699,153.0405
2026-07-24,GD,GD,,18373,8.549,7.0014,386.0469
2026-07-24,GE,GE,,44252,6.9255,6.25,355.3979
2026-07-24,GEHC,GEHC,,105654,5.2246,4.9128,61.0327
2026-07-24,GILD,GILD,,51934,5.3544,4.6079,130.102
2026-07-24,GIS,GIS,,147430,3.1229,2.7836,35.9153
2026-07-24,GM,GM,,41497,4.2995,3.6326,82.8762
2026-07-24,GOOGL,GOOG,L,627584,1.4478,1.2525,320.1661
2026-07-24,GS,GS,,44704,10.3321,9.6043,1066.6403
2026-07-24,HAL,HAL,,144660,3.5345,2.9999,33.3725
2026-07-24,HCA,HCA,,36450,19.1757,17.1491,385.2625
2026-07-24,HD,HD,,37214,5.4318,4.9086,329.0962
2026-07-24,HON,HON,,31950,12.6246,11.6091,242.3962
2026-07-24,ICE,ICE,,20636,5.0746,4.1408,144.1315
2026-07-24,INTC,INTC,,1218242,2.9957,3.0965,95.7524
2026-07-24,INTU,INTU,,42185,7.6527,6.4552,292.9088
2026-07-24,ISRG,ISRG,,38589,7.5197,6.4933,338.1616
2026-07-24,IWM,IWM,,2064110,0.624,0.6831,292.2005
2026-07-24,JNJ,JNJ,,40706,3.7584,3.4228,262.6966
2026-07-24,JPM,JPM,,59961,3.2022,2.8339,351.9479
2026-07-24,KHC,KHC,,116648,4.1543,3.9208,25.4883
2026-07-24,KMI,KMI,,108640,3.1331,3.0391,32.883
2026-07-24,KO,KO,,179815,1.8669,1.2217,81.9691
2026-07-24,KR,KR,,80215,3.7077,3.5361,56.5196
2026-07-24,LIN,LIN,,22798,7.1792,6.6707,510.8831
2026-07-24,LLY,LLY,,22495,8.1755,7.3056,1198.4869
2026-07-24,LMT,LMT,,22698,10.8035,9.839,581.9481
2026-07-24,LOW,LOW,,16804,10.8211,10.187,205.7586
2026-07-24,LULU,LULU,,24062,10.9605,9.6597,113.7546
2026-07-24,MA,MA,,41243,5.4427,4.8504,535.9294
