month,n_names,ic,ls_gross,long_excess,long_raw,mkt,top_names,bot_names,era,cost_house,ls_net_house,cost_stress,ls_net_stress
2018-01,66,-0.08825893183793382,-0.07327755808461348,0.01917459290068839,0.07224195246557476,-0.03116975020661894,15535|77699|92322|10220|93096|21055|14970|27828,15643|91611|79881|77606|16304|13511|61241|13323,E1,0.0012,-0.07447755808461348,0.005,-0.07827755808461348
2018-02,65,0.013898601398601398,0.0103934982823214,0.04055046893399653,0.04174422206963332,-0.0007720899839567252,24441|83976|14803|15707|25320|77699|12008|15145,86580|90215|92203|61241|91611|77357|83822|78975,E1,0.001753846153846154,0.008639652128475245,0.0073076923076923084,0.0030858059746290915
2018-03,72,-0.2293073509550454,-0.0754911449613833,0.002081250823611293,0.11360363078166051,-0.015092835877548061,14231|87432|78975|32651|27828|60580|16064|90215,79881|93096|10866|85631|16968|61241|81481|92203,E1,0.0018,-0.0772911449613833,0.0075,-0.0829911449613833
2018-04,60,-0.046512920255626575,-0.013844937343623277,0.005523460535848744,0.032930721749579665,0.02627882955564753,14040|13323|14141|77462|15535|13181|91611|13527,51369|61241|92322|78975|84519|53613|14970|85631,E1,0.002,-0.01584493734362328,0.008333333333333333,-0.02217827067695661
2018-05,72,-0.038298282847771564,-0.0036397598961785647,0.02660378451779558,0.019088144197575905,0.024069324032785833,77699|14603|10220|15707|61313|16304|83011|14141,90215|25320|77462|27828|15145|78975|93096|12873,E1,0.0018857142857142857,-0.0055254741818928504,0.007857142857142858,-0.011496902753321422
2018-06,70,-0.0540810077858455,-0.03537359471238035,-0.020856173401578866,0.07557128682640193,0.010305460682916712,93096|17341|14141|14970|83976|15707|87432|79881,91611|13527|61241|17685|14544|92203|15058|75905,E1,0.0018857142857142857,-0.03725930899809464,0.007857142857142858,-0.04323073756952321
2018-07,67,-0.18828318301540428,-0.055312007721322165,-0.02751806762031814,-0.020506340945642375,0.01760750518423504,51369|16064|27828|88790|17341|42585|15535|32870,61241|93002|90215|53613|79881|21055|78975|14182,E1,0.0017538461538461536,-0.05706585387516832,0.007307692307692307,-0.06261970002901447
2018-08,74,-0.015001851166234726,-0.06225485146007831,0.02562946375612909,-0.039625646759877876,0.020937931185347924,14231|86594|15535|51369|14141|87432|12873|53613,12008|90215|86580|61241|92203|77462|27828|82598,E1,0.0017142857142857142,-0.06396913717436402,0.007142857142857143,-0.06939770860293545
2018-09,77,0.03135043476614037,0.0012809934720284131,-0.004991761593337311,0.0033769121912951006,-0.06428818437340578,13511|14182|51369|88790|79881|14141|93096|15058,61241|53613|15643|90215|13628|75905|78975|61313,E1,0.0016,-0.00031900652797158696,0.006666666666666665,-0.005385673194638252
2018-10,71,0.11569416498993962,0.054289763420875936,0.011233234154374026,-0.0924649572958651,-0.02894020125742669,91611|14231|77357|17341|75905|32651|13323|14040,61241|53613|13181|79881|16076|77606|86580|15058,E1,0.0019714285714285715,0.05231833484944737,0.008214285714285714,0.04607547770659022
2018-11,74,-0.014054054054054053,-0.03750161750920692,0.005995381523815442,0.001498678071301123,-0.08711409193637987,82598|13323|93002|76839|15145|77462|32870|87430,85914|16304|61241|14182|87432|86580|13628|78975,E1,0.0018857142857142857,-0.03938733179492121,0.007857142857142858,-0.04535876036634978
2018-12,71,-0.06723675385647217,-0.048626374070379015,-0.0014043991142046544,-0.11366633302565828,0.10424708080215872,32870|16064|14970|27828|15643|50948|14141|76839,85390|93096|93002|92203|24441|77357|25320|75905,E1,0.0019714285714285715,-0.050597802641807584,0.008214285714285714,-0.05684065978466473
2019-01,66,0.15347201203228225,0.05384210495259351,0.07832813141362643,0.0777405325986044,0.0475672998196639,16649|18973|78975|84519|17821|77699|13511|77462,93002|86580|53613|87337|93096|92203|17949|17341,E1,0.0016615384615384613,0.05218056649105505,0.006923076923076922,0.04691902802951659
2019-02,71,0.26949260553736903,0.05765616028641292,0.03834366848343395,0.15760178470027483,0.019367718096375608,15643|87432|64785|13511|60580|63715|88790|85631,82598|42585|13527|90215|50948|27828|81481|14434,E1,0.002057142857142857,0.055599017429270065,0.008571428571428572,0.04908473171498435
2019-03,71,-0.13990610328638498,-0.08289722654902598,-0.04744012611915803,0.04408237926651816,0.029877226391264333,16076|25320|24441|15058|83011|16188|13511|51369,86580|85390|90215|13628|92322|14040|16649|93096,E1,0.0019714285714285715,-0.08486865512045455,0.008214285714285714,-0.0911115122633117
2019-04,60,0.2563489858293971,0.07938679430057446,0.07638591553483055,0.03831366430259708,-0.013829388715660973,16649|14040|14803|85390|10866|85631|77357|86580,53613|25320|14182|93096|90215|87430|13527|79881,E1,0.0022,0.07718679430057447,0.009166666666666667,0.0702201276339078
2019-05,78,0.06751476371729535,0.03220272821428449,0.028646511315881265,-0.01980963611791333,0.019953899390010132,16968|91611|14603|14231|32870|80320|42585|93096,86580|77606|13323|85914|15643|77357|12008|18484,E1,0.002,0.03020272821428449,0.008333333333333335,0.023869394880951158
2019-06,72,0.09833429802559653,0.08302861527625181,0.08726234879731372,-0.02474785926712448,0.02049439243732576,87430|90215|17821|87432|53613|77699|83822|77606,92203|75905|93096|17685|13527|61241|14803|27828,E1,0.002142857142857143,0.08088575813339467,0.00892857142857143,0.07410004384768039
2019-07,69,-0.03781512605042017,0.027077005312479252,0.014256521542956766,0.05434675813840681,-0.022241082550469082,13511|15535|86580|93096|87430|51369|83011|93002,14040|92203|13527|16649|18726|79881|87337|92322,E1,0.0016615384615384613,0.02541546685094079,0.006923076923076922,0.02015392838940233
2019-08,81,-0.032339656729900634,-0.04198440564752327,-0.017301986525914005,-0.08972244733893645,0.04205682347849171,17341|25320|92322|50948|10866|13527|18484|15535,77699|17949|14434|14544|77462|86580|16304|13628,E1,0.0018,-0.04378440564752327,0.0075,-0.049484405647523266
2019-09,81,0.12353206865401986,0.052986069688822995,0.0089810841877083,0.05488106281092631,0.002616330407219536,61241|83976|86580|92203|21055|14434|77606|87430,77699|16968|18726|14544|13323|17949|87337|77462,E1,0.001725,0.051261069688823,0.0071875,0.045798569688822996
2019-10,68,0.03637821124556247,-0.19512748058700477,0.035225912138289434,-0.025104821474337125,0.04896565900616667,14182|16064|17685|91611|16649|87432|93002|76839,17949|13323|77699|18726|17821|77462|51369|87337,E1,0.001846153846153846,-0.19697363443315863,0.007692307692307692,-0.20281978827931246
2019-11,78,-0.18926642977275887,-0.10803389808054076,-0.04966514145272846,0.20405518266353095,0.027755391879296765,83822|15643|14231|18726|15145|85914|13511|82598,61241|86580|27828|90215|81481|14970|24441|17685,E1,0.0019200000000000003,-0.10995389808054076,0.008,-0.11603389808054076
2019-12,76,0.23945481514445333,0.15760784806715103,0.15412565456773406,0.03806538514867609,0.03325948304366011,17341|60580|13323|90215|77462|18484|17949|92322,93002|84519|75905|18726|81481|64785|92203|14040,E1,0.002,0.15560784806715103,0.008333333333333335,0.1492745147338177
2020-01,77,0.029155438714316438,-0.013184568140557545,0.05660158115279869,0.08036941723241275,0.02136179030057539,51369|17821|77357|13181|86580|27828|90215|15707,81481|87337|77699|14040|77606|77175|77462|92471,E1,0.0019200000000000003,-0.015104568140557545,0.008,-0.021184568140557546
2020-02,74,0.28165864494631615,0.23809666096000687,0.07990905273457462,0.0881212912958976,-0.3330904271733127,93096|81481|14231|16188|24441|10220|18484|13181,10866|77462|13511|13323|87337|83976|92471|15643,E1,0.0015428571428571427,0.23655380381714972,0.006428571428571428,0.23166808953143544
2020-03,88,-0.10697979544587613,-0.09170243748073031,-0.00458468404136992,-0.3714334565837946,0.19108051427019856,14803|25320|16076|14182|86580|85390|83822|50948,77606|83011|21055|93002|17949|78975|14434|18973,E1,0.0014117647058823528,-0.09311420218661266,0.005882352941176471,-0.09758479042190679
2020-04,76,0.06250213603793335,-0.018471730904474598,0.06382166931574884,0.3491344614235133,0.04371202821408038,85914|14141|25320|16188|27828|16076|14182|13511,77462|24441|14544|51369|85631|32651|13628|77606,E1,0.0015199999999999999,-0.0199917309044746,0.006333333333333333,-0.02480506423780793
2020-05,78,-0.11620025544076176,-0.0402396179180233,0.07139605614151501,0.18535483301466307,0.09875095350915464,24441|77357|16188|14182|15535|32870|50948|14434,77462|77606|78975|81481|17341|32651|13628|15643,E1,0.0015199999999999999,-0.0417596179180233,0.006333333333333333,-0.04657295125135663
2020-06,78,-0.0154908382756484,-0.19821185926889473,-0.014677444152123827,0.11942908797337533,0.05700526332053091,14231|85390|16064|25320|15707|53613|14434|61313,77462|77699|32651|14544|15643|87337|77606|87430,E1,0.0016799999999999996,-0.19989185926889472,0.007,-0.20521185926889474
2020-07,64,-0.016575091575091575,-0.011639491115710901,0.08319099550709229,0.04702896329625971,0.05408342850278025,83822|85914|14231|92322|14434|90215|93002|17685,87337|77606|92203|14609|77175|16968|81481|83011,E1,0.0019,-0.013539491115710902,0.007916666666666667,-0.01955615778237757
2020-08,73,0.07460199925953351,0.12954092211439444,0.14404872451330816,0.10167868040282964,-0.02010445381501136,15145|61241|12008|14182|15707|79881|14231|18267,85631|13628|77462|93002|84519|27828|83011|17821,E1,0.0016285714285714284,0.12791235068582302,0.006785714285714286,0.12275520782868016
2020-09,78,0.05051910115201254,0.049410687154922535,0.029523652514109742,0.015456658396728096,0.042341177407175135,77357|18267|18973|84519|14970|53613|14141|61241,17685|77462|77175|61313|77606|17341|83822|51369,E1,0.0019200000000000003,0.04749068715492254,0.008,0.041410687154922535
2020-10,75,-0.04119487908961593,0.10399883599201962,0.1466411069917144,0.14126428066460178,0.04183415371748267,19654|77699|53613|14231|77175|51369|25320|13323,15643|90215|86580|17341|86489|93096|77462|92203,E1,0.0016,0.10239883599201961,0.006666666666666665,0.09733216932535295
2020-11,87,0.03727143905155994,0.0545366538089173,0.12742021486960567,0.175781328707759,0.059118418289771046,77357|18267|17949|19654|10220|15643|12008|19851,77606|91611|16304|14803|77462|14609|92203|61241,E1,0.0016941176470588236,0.052842536161858474,0.007058823529411765,0.047477830279505535
2020-12,88,-0.08280793209115565,-0.1679367179699398,-0.0006303559795193062,0.14198603962268838,0.04555534679157347,16304|18267|14141|13181|77357|15707|92322|13511,18484|18726|77462|17685|16064|17949|77699|61241,E1,0.0019058823529411765,-0.16984260032288098,0.007941176470588234,-0.17587789444052804
2021-01,85,0.03124877858119992,0.010315645490750206,0.0022437403356035685,0.22270854949711721,0.05042605551740609,12008|14434|92203|16649|24441|77175|19851|16064,61241|53613|84519|14544|93096|85914|91611|15145,E2,0.0018352941176470587,0.008480351373103148,0.007647058823529411,0.002668586667220795
2021-02,92,-0.18784581477428602,-0.12692413866279273,-0.12366370938327649,0.06428237637657025,-0.003114581792225457,92203|15643|20339|16188|77699|16968|14231|87430,13511|18484|90215|19654|85914|13323|77462|32678,E2,0.0015333333333333332,-0.12845747199612606,0.006388888888888888,-0.13331302755168162
