month,n_names,ic,ls_gross,long_excess,long_raw,mkt,top_names,bot_names,era,cost_house,ls_net_house,cost_stress,ls_net_stress
2018-01,66,-0.2941906950231032,-0.11561335406198298,-0.04169238698512376,0.042914547024909475,-0.03116975020661894,12008|14182|16188|32651|18973|42585|77357|78975,61241|86580|91611|77606|14040|79881|53613|21055,E1,0.0012,-0.11681335406198298,0.005,-0.12061335406198298
2018-02,65,-0.12890549254675876,-0.03744505347621848,0.04290922965110706,-0.007215355037966135,-0.0007720899839567252,16968|18973|21055|16064|85914|24441|51369|50948,86580|13511|12873|53613|82598|90215|15707|61241,E1,0.0015692307692307694,-0.03901428424544925,0.006538461538461539,-0.04398351501468002
2018-03,72,-0.027580277178787277,-0.010724131628902362,0.019060329635103845,0.05207376960528874,-0.015092835877548061,76839|42585|13628|10220|87337|32678|87432|32870,53613|61241|90215|86580|81481|92203|85631|92322,E1,0.0018,-0.012524131628902362,0.0075,-0.018224131628902362
2018-04,60,0.044409952306690155,-0.020595750748670188,0.026879619678435867,0.06649781634915874,0.02627882955564753,79881|87430|88790|80320|32651|21055|13181|14182,14040|61241|86580|51369|93002|17341|15535|53613,E1,0.0021,-0.02269575074867019,0.00875,-0.02934575074867019
2018-05,72,-0.21638497771601545,-0.06909889237712757,0.015487583551217663,0.027316336164724564,0.024069324032785833,14603|76279|32651|42585|15058|10866|16188|15535,86580|53613|77462|90215|25320|61241|12873|77606,E1,0.0016285714285714284,-0.070727463805699,0.006785714285714286,-0.07588460666284186
2018-06,70,0.005701474579234241,0.018089259508180966,-0.0007526763883216445,0.013761978647000945,0.010305460682916712,32678|10866|16188|85631|83011|32870|10220|24441,91611|53613|13527|92203|61241|14040|93002|13511,E1,0.0016285714285714284,0.01646068807960954,0.006785714285714286,0.011303545222466679
2018-07,67,0.08865644121204717,0.022006945355217522,0.004004710196923363,0.0006112075575192683,0.01760750518423504,10866|15535|77357|64785|75905|83976|85914|84519,61241|93002|53613|86580|90215|12873|79881|77175,E1,0.0016615384615384613,0.02034540689367906,0.006923076923076922,0.0150838684321406
2018-08,74,-0.014717469919213933,-0.059302334105551024,0.025240877224251796,-0.025084955856811912,0.020937931185347924,16188|16064|16076|16649|93002|86594|61313|15058,86580|61241|92203|25320|90215|12008|16304|15707,E1,0.0016285714285714284,-0.060930905534122455,0.006785714285714286,-0.06608804839126531
2018-09,77,0.06450585215126857,0.022487083027926603,-0.005188250815927968,-0.0067608276406162515,-0.06428818437340578,79881|83976|15058|88790|91611|85631|77357|10220,53613|61241|12873|90215|13511|13527|93002|80320,E1,0.0016,0.020887083027926603,0.006666666666666665,0.01582041636125994
2018-10,71,0.1298049322167758,0.050811268022664224,0.04073297413949482,-0.09502647274023371,-0.02894020125742669,77175|16188|17341|10866|12008|14544|15058|85914,61241|25320|86580|91611|92203|27828|53613|14040,E1,0.0018,0.04901126802266422,0.0075,0.043311268022664225
2018-11,74,-0.10839399720908625,-0.027875444116396073,-0.016200260257238603,-0.004682738269793136,-0.08711409193637987,15535|15058|15643|13323|24441|63715|32651|80320,86580|25320|53613|61241|85914|81481|83011|85631,E1,0.0018,-0.029675444116396072,0.0075,-0.03537544411639607
2018-12,71,-0.013474540275010782,-0.011929240258094304,0.07660304682116102,-0.1192915464155957,0.10424708080215872,14544|15058|15145|10220|14182|14609|14603|86489,53613|92203|93002|84519|85914|87430|86580|92322,E1,0.0019714285714285715,-0.013900668829522875,0.008214285714285714,-0.02014352597238002
2019-01,66,0.07234363900454849,0.025377222202225783,0.06291846953494634,0.10433196229638513,0.0475672998196639,13323|14231|16076|16304|42585|50948|76839|77175,86580|18267|53613|77462|61241|77606|92203|81481,E1,0.002030769230769231,0.02334645297145655,0.008461538461538463,0.016915683740687318
2019-02,71,-0.18655097988102656,-0.021040831419813357,-0.040502792424105934,0.08758309810255786,0.019367718096375608,92294|90215|63715|13181|14182|14434|15535|83976,86580|13511|42585|77462|82598|85914|53613|15145,E1,0.0016285714285714284,-0.022669402848384784,0.006785714285714286,-0.027826545705527644
2019-03,71,-0.278115521668786,-0.09669416525623284,-0.022225110459303903,0.027596362351673804,0.029877226391264333,91611|77175|24441|32678|14970|17949|16064|80320,86580|92322|93096|13527|90215|16304|92203|16649,E1,0.0022285714285714283,-0.09892273668480427,0.009285714285714286,-0.10597987954194713
