month,n_names,ic,ls_gross,long_excess,long_raw,mkt,top_names,bot_names,era,cost_house,ls_net_house,cost_stress,ls_net_stress
2018-01,66,0.04220897828200146,0.028146619027822818,0.05737891572072476,0.06149376279279614,-0.03116975020661894,84519|50948|16649|16188|85390|32870|14141|92471,32651|13181|83011|91611|15643|14609|15707|77462,E1,0.0012,0.02694661902782282,0.005,0.023146619027822817
2018-02,65,0.18295454545454545,0.14035111184832624,0.1342200850600281,0.0340093993738041,-0.0007720899839567252,13181|92322|14040|53613|87432|88790|50948|15145,76279|25320|92294|14970|60580|13527|12008|63715,E1,0.0018461538461538463,0.13850495800217238,0.007692307692307694,0.13265880415601855
2018-03,72,-0.1629043668403113,-0.06487346088127921,0.01902876499552409,0.07254497523542401,-0.015092835877548061,16064|16304|21055|87432|93096|76839|87430|61241,85914|15535|64785|81481|77699|14182|77606|92322,E1,0.002057142857142857,-0.06693060373842206,0.008571428571428572,-0.07344488945270779
2018-04,60,-0.02689636010002779,0.0026703054171187124,0.012247748771190439,0.0071086297770022915,0.02627882955564753,16649|88790|13323|14141|16076|14040|50948|82598,32651|14803|92203|24441|78975|25320|64785|77699,E1,0.0021,0.0005703054171187125,0.00875,-0.0060796945828812884
2018-05,72,-0.011415525114155252,-0.04134332544902482,0.016029383828030232,0.09117723918696956,0.024069324032785833,13323|78975|92294|61241|15145|16304|51369|53613,83976|81481|85390|79881|17341|15058|88790|83822,E1,0.0016285714285714284,-0.04297189687759625,0.006785714285714286,-0.0481290397347391
2018-06,70,0.23681217741229987,0.08777082378671774,0.0457138282387694,0.09598673210297985,0.010305460682916712,88790|15535|51369|87430|13628|13323|77357|82598,93096|81481|77699|77606|14182|87337|77462|77175,E1,0.0018857142857142861,0.08588510950100346,0.007857142857142858,0.07991368092957489
2018-07,67,-0.08149094101684094,0.0026042268754025936,-0.010611046310061446,-0.018006116032671795,0.01760750518423504,14970|16188|61241|90215|14434|51369|85390|32870,85914|87337|14609|10866|64785|92203|77606|17341,E1,0.001753846153846154,0.0008503807215564396,0.0073076923076923084,-0.004703465432289715
2018-08,74,0.1694039244724176,0.07887304403092102,0.12319311192587117,-0.019170977978434225,0.020937931185347924,12873|50948|12008|14231|32651|13527|61241|53613,92322|14609|82598|81481|60580|15535|25320|13628,E1,0.0019714285714285715,0.07690161545949245,0.008214285714285714,0.0706587583166353
2018-09,77,-0.023989326393377856,-0.01252163188761455,-0.02858671477002983,0.09422103435449819,-0.06428818437340578,15145|92322|16304|93002|87430|88790|32651|50948,91611|24441|84519|77699|75905|77606|15643|83822,E1,0.0018399999999999998,-0.01436163188761455,0.007666666666666665,-0.020188298554281215
2018-10,71,-0.021428571428571425,-0.002389695148718309,-0.01505994966363483,-0.12386677251379008,-0.02894020125742669,53613|86580|85631|76839|77357|92635|13628|15058,24441|88790|13181|32651|87337|81481|16188|91611,E1,0.0018,-0.004189695148718309,0.0075,-0.009889695148718309
2018-11,74,0.07761569788967047,0.00438319782313993,-0.023804940198398555,0.02326147099079037,-0.08711409193637987,78975|51369|80320|27828|84519|83822|61241|77357,79881|82598|15643|81481|85914|76839|83011|93096,E1,0.0018857142857142857,0.002497483537425644,0.007857142857142858,-0.003473945034002928
2018-12,71,0.011334674714956403,0.025779926845221734,0.06715108464483194,-0.08973986896942898,0.10424708080215872,16304|50948|10866|14544|16076|15145|61241|17821,15058|93096|77699|51369|12008|87337|85390|25320,E1,0.0016285714285714284,0.024151355416650307,0.006785714285714286,0.018994212559507447
2019-01,66,0.10996879208189103,0.0026237966589275907,0.057759303862199844,0.08736880422553422,0.0475672998196639,25320|16649|21055|84519|77462|87432|14970|91611,24441|16076|77699|42585|92294|92322|14040|12873,E1,0.0020307692307692305,0.0005930274281583602,0.008461538461538461,-0.005837741802610871
2019-02,71,0.11046648116477022,0.004347318317144822,0.018790075612253272,0.12149617440263501,0.019367718096375608,13181|61313|85914|17685|78975|61241|79881|15707,85390|82598|77175|80320|42585|14603|50948|88790,E1,0.0022285714285714283,0.0021187468885733936,0.009285714285714286,-0.004938395968569464
